"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97"
"GEO_ID","NAME","B20005_028E","B20005_029E","B20005_026E","B20005_027E","B20005_020E","B20005_024E","B20005_025E","B20005_021E","B20005_022E","B20005_023E","B20005_038E","B20005_039E","B20005_031E","B20005_032E","B20005_033E","B20005_030E","B20005_036E","B20005_037E","B20005_034E","B20005_035E","B20005_004E","B20005_005E","B20005_002E","B20005_003E","B20005_008E","B20005_009E","B20005_006E","B20005_007E","B20005_001E","B20005_016E","B20005_017E","B20005_014E","B20005_015E","B20005_018E","B20005_019E","B20005_012E","B20005_013E","B20005_010E","B20005_011E","B20005_068E","B20005_069E","B20005_065E","B20005_066E","B20005_067E","B20005_060E","B20005_063E","B20005_064E","B20005_061E","B20005_062E","B20005_080E","B20005_078E","B20005_079E","B20005_071E","B20005_072E","B20005_070E","B20005_075E","B20005_076E","B20005_077E","B20005_073E","B20005_074E","B20005_043E","B20005_044E","B20005_045E","B20005_041E","B20005_042E","B20005_048E","B20005_049E","B20005_046E","B20005_047E","B20005_040E","B20005_056E","B20005_057E","B20005_053E","B20005_054E","B20005_055E","B20005_058E","B20005_059E","B20005_051E","B20005_052E","B20005_050E","B20005_091E","B20005_092E","B20005_090E","B20005_083E","B20005_084E","B20005_081E","B20005_082E","B20005_087E","B20005_088E","B20005_089E","B20005_085E","B20005_086E","B20005_095E","B20005_093E","B20005_094E"
